,author,like_count,text,timestamp
16,@pmstark10,0,"S;G is pretty great tbh. If you&#39;re a scifi fan, you&#39;re gonna love the show. Btw, I loved the mysterious scifi vibe of the first 12 eps.",
17,@pmstark10,0,"I think its about culture. FMAB isn&#39;t based on Japanese culture. Just take a look at Gintama, yes its the GOAT, but its popular in japan so much more coz it resonates with Japanese culture.",
18,@SCX2k,0,"My take on FMA:Brotherhood is that it is kind of similar with how my anime start worked out. I got introduced to anime through NGE and it blew my mind. Especially the combination of action and dark undertones. I feel like FMA was the same for many people. It has some horror elements to it, is emotionally loaded and has a mysterious world. Somehow it is a bit grown up than something like Naruto or Dragonball but still a very typical Shonen.",
19,@Lb_Collects,1,"I first watched Anime in like 2014 - took like a 6 year break from it - And funnily enough I remmeber loving Tokyo Ghoul, Akame Ga Kill and Bleach. Think i liked Akame Ga Kill purely because of the shock factor, sure it was overdone (manga is better) but i loved Bol&#39;s and &quot;Bol&#39;s Theme&quot; (Song), stuck with me to this day.",
20,@hexcodeff6624,0,Calling Violet Evergarden crying bait is really doing the series a disservice when there is so much incredible thoughtful world and character building being done by every single aspect of the show throughout the entire series and the stories themselves are emotionally constructed off of that and getting you emotional without really ever pushing that onto the audience.,
21,@hexcodeff6624,0,"Connor is getting a bit too upset at the Japanese titles.Koe no Katachi just sounds more beautifuland if If you just call &quot;Re:Zero kara Hajimeru Isekai Seikatsu&quot; &quot;Re:Zero&quot; anyways, then what&#39;s the issue with the extra words?",
22,@conorgillingham2564,0,"Okay so I’ve watch Steins;Gate about 2 years ago. I think it’s the only show I would give a 10/10. Is it slow? Yes. But like- tell me one episode or one scene that you can cut out or improve to make it a better viewing experience. Like I’m personally bias bc I think the start is just very interesting and the characters are so fun! First half is fun to watch and the second half speaks for itself. It’s just incredible. I do agree though, very niche audience.",
23,@JuveliaL.,0,"Listening to the explanation of a GOATama Fan, I have to say..it is quite accurate. I have only once met a person who knew about it and even watched and liked it, that you cannot imagine the joy I felt back then lol. It&#39;s still sometimes hard to find a fellow weeb yet alone find a Gintama fan in the wilderness.",
24,@wolfigans8376,0,Man Hunter Hunter is such a different vibe. nothing beats it for me,
25,@Kevinerino,0,"Still waiting for them to stop using an outdated anime site, and actually start using AniList 🙏🙏",
26,@dinanshubiswas2026,0,"BRUH so many shitakes, fumed absolutely fumed cant handle this gintama disrespect by animemanalmost killed gigguk my fav animetuber for the ALMOST LOGH DISRESPECT, by sayin that remake should be seen , and this even aint a OLDHEAD perspective , ITS JUST BETTER and CONNOR , bruh 2017 was SLOW YEAR, BAD YEAR HUHHHH, lets leave all the second seasons , i m just gonna leave it, here u have the POPULAR SHOWS from the year COTEmade in abyssshowa genrokukonosubakobayashisage tanya evillittle witchtsuki kireirec creatorshouske no kuniblack clovertank girls lolimahoutskai yomeSLOW YEAR , HUH EROMANAG SENSEI , KAEGURI , SERIEIN, BLEND S iMOUTO SAR  IREBA even less popualr shit was hype ANIMEGATRIS JUNI TAISENand I m not including my favs from that sakurada reset , inauyshiki  and stuff,",
27,@Brandon25043,0,"SORA NO OTOSHIMONO / heaven&#39;s lost property, was my first anime. back when you had to deep dive YouTube for parts of shows etc.",
28,@TwineAffix,1,Frieren is def not n1. Dont get me wrong its a great anime but def not n1,
29,@joaquingill6310,0,Cant believe garnt was allowed to shit all over code geass with his incorrect memories,
30,@Goatgarien,0,No game no life is so good. I rewatched it recently and it still holds up for sure. This is life’s greatest mystery on why it doesn’t have a second season.,
31,@abrar8375,0,1:48:26,1:48
32,@marketingafasf,0,lmao,
33,@Carlos-ne3zf,0,"11:35 funnily enough to me and some people I have discussed it with it had the complete opposite effect.Yeah 03 FMA had a lot of issues but tried to tackle some really interesting things like the ethical and philosofical dilema of humunculi and the horrible effects of the war and war crimes, in such a unique way that when FMAB came out and obviously did none of them ,because they had nothing to do with the manga, instead of feeling &quot;oh, they perfected it&quot; it felt more like &quot;uh, so they&#39;re just playin it safe then&quot; I still think is a great series and deserves its praise but was quite the bummer seing some of the changes and makes it hard to sit right seeing it being thought as the everlasting top 1#And hot take that would get me burned at the stake in an anime convention... but I think Dante was a more compelling villian than Father",11:35
34,@michelangelobuonarroti4958,0,This might be the first episode in over 100 without the classic outro by Joey,
35,@va1550,0,I love watching these guys,
36,@michaelandrews117,3,"Frieren still at the top one month later, almost at the end of its season and not just hyped based off of one episode, proving that these lads do, in fact, have Trash Taste",
37,@D3_XT3R,1,Surprised Monster isn&#39;t discussed here.,
38,@user-hz1qx3tr5s,0,"I come to these videos just to read comments and to knw which are the good animes, also recommend me animes if you think some are underrated.. thank u guys",
39,@DarkDragon2344,0,"So, with Attack on Titan, honestly, it has some of the greatest moments I&#39;ve seen in anime, no hesitation in saying that.HOWEVER, it&#39;s really like a 6/10 for me. As good as it can be, a lot of the series is boring, filled with bad character writing, cheap drama, and more.I can&#39;t rate a show based just off its highlights, cause that isn&#39;t what the show is, the rest of it is still there. And I feel like a lot of people forget that when they&#39;re rating something it&#39;s the whole thing, not just the parts they liked.",
40,@Steve-xo5pq,0,"I really can&#39;t understand why people like Hunter x Hunter so much. Connor said the beginning drags on a bit... That is SUCH a freaking understatement. I don&#39;t care how good it gets, I&#39;m not gonna watch 30+ episodes to get to the &quot;good part&quot; when there is already so many other good shows to watch, I&#39;ll probably never catch up lol",
41,@namaenomore7831,0,"steins gate cour 1 isn’t meant to be binge watched.I watched steins gate firs time this christmas as a calendar, episode a day, and it was a great experience, after five episodes i started to want to binge, but i don’t think it would have been as good",
42,@HoneyDimon,0,They are so right about the Gintama fans. I watched like 6 episodes and put it on my watching list on MAL and I immediately got a MESSAGE on my profile from a person begging me to have faith and go through the first 12ish episodes because it gets good. (I did not in fact continue watching...oops...but still. I&#39;ve never seen something like that!),
43,@Seven-tk7sp,0,Saying akame ga kill is anime halo reach is hilarious,
44,@user-ko9fr6hx3w,0,I think saying Violet Evergarden was the best about stories of other people isn&#39;t hot take at all and it should be way higher.,
45,@albertozalon8477,0,AOT has bigger issues than fmab the fmab issues are mostly nitpicks or just underdevelopment on some arc/characters. Aot has some bigger plot issues and it has a massive rug pull with its story. And the ending is devisive as hell,
46,@rvind000,1,Fruits Basket is Shoujo.,
47,@unofficialmlbb9360,0,erased best show ever,
48,@eishikibahamut,1,FMAB is mid,
49,@MrPonytron,0,I&#39;m honestly surprised that Cowboy Bebop was so low on the popularity list,
50,@sandracardoso2602,0,"That pizza take made a lot of sense.After hearing so many people say FMAB is not their personal favourite but they can agree that if any anime deserves the 1 spot it&#39;s FMAB, makes me feel that it&#39;s like deciding that pizza is the best food of all time.It isn&#39;t, but most people agree that it&#39;s good enough to be the number 1, and no other food occurs as better. That&#39;s not being a true number 1, but it&#39;s the best we can all agree on. Anyone that wants to try human food can try pizza and will hardly be disapointed.However, most people don&#39;t see pizza as their favourite food of all time. Same thing with FMAB",
51,@shifti-swiftz3604,0,Its weird because I loved steins gate from the very first episode. I didn&#39;t think the first half was a slog at all because I could sense something was being set up in the first episode.,
52,@mertkantecer1734,1,i disagree. fmab is the perfect show came to this world i see its manga as 4 big religious books tevrat zebur kuran bible fmab manga and i will argue anyone for it and  i will win that argue i will stand against whole world about why fmab is the goat,
53,@aarfran,1,Rem fans more dedicated to best girl than Asuna fans 😤,
54,@Iamwhoiamifiammyself,0,"FMAB definitely ruined a lot of the original FMA as well. The sillier atmosphere of the whole show really downplayed the drama (which was the strongest point of FMA, for example the dog scene). It was so heavy in the original but way too fast and silly in brotherhood. I get it, it&#39;s fun, and a really good show, but nowhere near nb1.",
55,@Blackmourne1,0,I feel like steins gate had to be that slow. Atleast for me at the time not even knowing what the show is about except getting it recommended it was insanely good. I think thats the best way to watch it. Getting 0 information just thinking you will watch a slice of life or something,
56,@JDracovia129,1,Do the manga MAL list.,
57,@gaiusx287,3,"I don&#39;t think MAL&#39;s list is a true popularity list because most of the casual anime viewers around the world don&#39;t really use MAL Shows like Naruto, One Piece and DBZ are lower than they should because, just based on cultural impact, manga sales, and social media engagement, those shows are more popular than the likes of FMA or even One Punch Man",
58,@try_-,0,I disagree with Garnt’s YLIA take. Her diagnosis was the only reason the story was even able to begin because it made her realize she wasn’t living the way she wanted. Perfect show for me,
59,@ronioksanen3183,0,ah at 17min mark talk about attack of titan and I am wtf is he high or something that show was mid as hell or was he just fanboy. Because I have never understood why some ppl like that show that much is mid as hell and if you don&#39;t like genre it&#39;s not even that.,
60,@DummyThiccccc,0,"Does any feel that Kaguya Sama is very much a comedy and kind of a slice of life before its an anime? Like season 1 and 2 its literally just comedy sketches the whole time with some romance thrown in that doesn&#39;t even work well because it was a forced romance that the show began with. Like the beginning is the 2 liking each other and the end of season 1 is the exact same dynamic and 0 romance built. Like I much prefer shows like Horimiya, Toradora, Golden Time, Bunny Girl Senpai, and my underrated pick of Angel next door. These shows follow the pattern of 2 ppl meet and the story is about them but the story is also their romance either becoming whole or the story is there romance that is formed like all these shows in 25 episodes or less all have fully built out relationships and development between the characters but when I watched Kaguya 2 seasons in it seemed like the difference between episode 1 and 25 was that Kaguya gets a little more flustered and thats it. Like obviously some bigger things happen in season 3 and the movie but still the show very much feels comedy first more than it does a romance.",
61,@DummyThiccccc,1,The thing HxH fans dont understand is that the Chimera Ant arc is called too long not because it drags too long but because the beginning is so long. You think Meruem when you think Chimera but he isnt in so much of the arc. HxH is great but the beginning half of the arc everybody says is perfect is so rough to get into that it puts a bad taste in my mouth,
62,@DummyThiccccc,0,Fullmetal is just better written than Aot so L,
63,@ClyDIley,0,"No matter how many times I give this show a chance it always ends the same, 5 min in rolling my eyes and annoyed I gave you people another chance. Yal are just so fucking cringe. Our taste arent even all that different, excluding the AOT dickriding which is mid at best... The only thing worse than yals takes are your personalities, excluding conner on some days, but I&#39;m sure thats only bc he&#39;s British... Seriously though, it&#39;s people like yal and your &quot;trash takes&quot; that give the most badass art and media form in the world such a faggy tinge",
64,@HyperGamer14,1,"I probably will never think it&#39;s not kinda funny, when people are dickriding Attack on Titan and are saying things like &quot;it&#39;s some of the best TV I&#39;ve ever seen&quot; when even Season 3 (before it introduces the  second worst twist I&#39;ve ever seen) is only an 6-7/10 show. And season 3 is only as good as it is because it finally spends time on characters that don&#39;t die 5 minutes later. (also the first half is better than the second)",
65,@craftypacaderm2095,0,"Sword Art was enjoyable for me as just a brain off show. And as somebody with some trauma issues, Sinon was a huge inspiration character. But I fully stopped watching afterwards. 😅",
66,@craftypacaderm2095,0,"THANK YOU, JOEY! Nobody else I know ever knows and respects .hack lol",
67,@LotusViridis,0,I have much more love for Noragami than these three it seems. Other than that I&#39;m in agreeance with most of their takes. I truly think Noragami blends emotion and shounen better than any of the modern heavyweights. I think the fact that they rooted the soul/weapon system in empathy is a much more emotionally resonant way of doing it than Soul Eater. I think Yato is a much more refreshing protag than Yuji Itadori and Tanjiro. And I think Bishamon&#39;s arc had more weight to it than most of the shounen arcs I&#39;ve seen recently.,
68,@BIadelores,0,“Edward brothers”??? You mean Elric brothers??,
69,@jtstew,1,"I mean, you can moan all you want about Frieren being loved and well rated, but it&#39;s so beautiful and unique. You&#39;re all pretending that the high reviews for it are all receny bias and non genuine while completely understating everything that earns it good reviews. Just because it isn&#39;t easily digested shounen with hype fight scenes doesn&#39;t make it bad. Also, gtfoh with it not being top 50 as well, possibly not top 100, that&#39;s wild. You guys are representing a relative monolith in the anime community, so it&#39;s kinda hard to take anything said here seriously after dragging Frieren like that.",
70,@michaelh9649,1,"Crazy, I just started rewatching LoGH yesterday on a whim. I had no idea that it was rated so highly. Always thought it was just an amazing hidden gem of anime.",
71,@JM_Bunny,0,Hunter hunter. Cool and all yes. But I finally decided oh kites my favorite character. THEN HE FUCKIN DIED LIKE RU FR,
72,@TheKrigeron,1,Code Geass is really really badly written boys sorry to break it to ya. You need to look at it again.,
73,@cierraanderson3169,0,"this noragami slander is unreal....joey...you bastard!kidding, kidding, mostly 😈",
74,@TheRandomChannel1412,0,Anyone enjoyed Classroom of the Elite?,
75,@leonniyawski3929,0,"9:32No, he meant the N-word brothers",9:32
76,@thetruhudson3287,1,Black Lagoon is an underrated crime drama anime,
77,@danjak_rpg,0,"Ep. 10, it&#39;s exactly at episode 10. I&#39;ve watched Steins;Gate/Steins;Gate 0, reordering it from top to bottom. The Slowburn ends at Ep. 09 exactly.",
78,@thembonestudioanime,0,"this is an interesting convo. I seriously gave full metal a 6.5 and im not sure exactly why, I just found the antagonists lagged. But im the minority lol",
79,@HerrBrudii,1,"While I agree that JJK2&#39;s animation was overall great, episodes 8 (grasshopper fight) to 11 were really subpar. In my opinion, the grasshopper fight suffered particularly from mediocre animation and choreography, while the episode 11 fight had some questionable direction.Kinda weird that Garnt never mentions this whenever I see him talking about JJK.",
80,@zerorequiem0x,0,Code Geass is my favorite anime,
81,@predimercury,1,hxh succession arc is great. its a fn royal rumble. people are already dying and they havent even arrived at the dark continent gate.,
82,@DaniloReport,2,Frieren &gt; Both season of JJK,
83,@FlamerOHR,0,Props to the person marking the chapters and not including SAO to the chapters,
84,@brokoblin6284,0,"Suprisingly, I was only mildly pissed off by their Your Lie in April takes",
85,@brokoblin6284,0,"Best shows ever are not in any order are: Violet Evergarden, Your Lie in April, Fruits Basket, Sousou no Frieren, FMAB, Death Note, Your Name, A Silent Voice, Clannad, AOT, Vinland Saga, Sound! Euphonium, Spirited Away, Howl&#39;s Moving Castle and not an anime but, 3 Days of Happiness.",
86,@IgnaStom,0,"FMAB is good, it has no down moments, but damn the ending was so anticlimatic and it never has that “wow” moment for me. It may the “most solid” anime of all time for me, but not even in my top 10 best/favourites.",
87,@raphaeltremblay8639,0,I always sort by &quot;top rated&quot; when I want the best videos on XXX websites,
88,@BladeZlayer,1,"I like how you talked about TYBW but not really the OG  bleach. And the OG  bleach is the best anime ever. I have a top 10 code geass is fkn amezingAkame ga kill! was really nice BC it&#39;s so short and compact. I mean it&#39;s not the best anime but it&#39;s just good, short and fast7DS is also a super great anime IF YOU FKN WATCHING IT 2 THE END AND GET THE PLOT.Black cloverOne Punch ManOverlordBUT THEN YOU HAVE BLEACH..I&#39;m not joking when i say, i have seen all of bleach more then 10x times ez. It&#39;s that good.AND it&#39;s crazy how all theze kids vote for the new anime to be the best. It&#39;s just a stupid trend. We all know that bleach is one of if not the best.Frieren could never be as good even tho it&#39;s really solid.And it blows my mind that Conner never seen bleach and that is not TOP 10 for all of you.And TYBW is not the last arc, you have the HELL ARC aswell",
89,@Ober1kenobi,0,"Wait, no black lagoon Trash list",
90,@Bankrotas,0,&quot;Okabe would be a bit cringe..&quot; A bit? I had to stop watching because I wanted to punch him in the face so much.,
91,@user-oz3zg3vc7g,0,"42:16 to answer Joey&#39;s question. Yes, there is many changes and anime exclusives scenes that add more to the story of Bleach. Kubo wanted to add this in the manga but couldn&#39;t",42:16
92,@freddymcfred17,0,"Wait, the Patreon has brand new spanking content? I&#39;ll admit you have made me curious.",
93,@freddymcfred17,0,"Toradora was my favourite romance anime, and I tried watching Golden Time, but I dropped it purely because I hated the ghost Banri subplot.",
94,@Jojilikesgames,0,"Garnt&#39;s video on Frieren is what got me to read the manga, I love it",
95,@itsruthieee,0,Hear me out.... Tokyo Ghoul root 4,
96,@LAnite430,1,"My only issue with FMAB is that certain arcs felt so much better done in the original. I haven’t read the manga so they might not be 1-to-1 adaptations, but Nina, Tucker, Cornello, Rose, and Barry the Chopper were much more fleshed out in the 2003 anime. I think watching the first few “canon” episodes of the 2003 version, then rewatching them in Brotherhood is the full experience.",
97,@maxfleming902,0,"Watched Steins Gate just a few days ago, I did not think it too slow, I thought the comedy and quick back and forth really kept me involved. I watched the dub which I think could be easier due to the quick back and forth.",
98,@tannerdempster-walsh4962,0,Bro getting drunk all day and eating magical food is a life long dream,
99,@donlee1308,0,"hands down, the fuckin best food and wine series. only 5 yearsa from now will it become clear.",
100,@mehdiflood,0,Clovis!,
101,@hameedkhumalo4769,0,"These videos just make me smile, THANK YOU.",
102,@Bennn2013,0,"Didn&#39;t catch it earlier but man at start of video said Punkey Brewster. Now that is some 80s shit, when I grew up. Felt good hearing that as I missed it in earlier viewings of this video",
103,@jenkornblum3795,0,so this is great! one thing I am missing is why keep using &#39;bro&#39; &amp; &#39;brother&#39;  just does not fit!!,
104,@Sssteelo,0,I watched this whole series backwards lol,
105,@user-tk6ox1bq9r,0,Action drinking great wine  in France while im dehydrated drinking a beat box after after beating her box,
106,@YoungGeezy05,0,"A1 shit right there. This show is in the top 3 food shows of all time, it definitely pays homage to Anthony Bourdain in a lot of ways, keep it going AB.",
107,@DSToNe19and83,0,4:10 “Michael Jordan really made his mark” Lol,4:10
108,@amorousnature,0,My top celebrity crush,
109,@Cracky541,0,"Thanks for reuploading it, not available on Munchies anymore :(",
110,@user-os5no1qr7r,0,Does Anyone know the song playing at Early June 7:22?,7:22
111,@JeffreyDiaz218,0,"I’ve been waiting for this to come back for quite some time. . . Not like literally on top of this mf to come back, but the fact that it did come back has me very happy. I remember the first couple of episodes in France with Action and Clovis I bought my first house drinking Chatuneuf du pape and eating olives and now to see this as I own my 4th house and doing similar things and enjoying these mf’s company is special. (I might’ve gotten a lil specific but me and my wife are as drunk as these mf’s) lmao love Paris",
112,@connorshea2823,0,"when he said all i care about is hanging out, i felt that",
113,@maximemajerus2866,0,il a pris cher Dujardin,
114,@romainromain9420,0,OHHHH BROOOOO ! You shoulded tell us that you came. It has been a dream to drink and eat with you,
115,@frzd,0,"Action after sipping the wine &quot;it&#39;s gentle like a kiss, no tongue&quot;",
116,@lepraise1695,0,Thank you for bringing out another season. I&#39;ve seen the other episodes like 30 times because it makes me happy lmao,
117,@seansmith3414,0,"Dude I love you and your content. Please do more of this. Reminds me a lot of Anthony Bourdain, but your own style and presence. Respect",
118,@vernonsullivan92,0,"Part I &quot;Le Retour&quot;, no S, shall ask for correction!",
119,@Tehons,0,How czn you eat that much 😢,
120,@idavidp2895,0,Love this😂,
121,@patpot2118,0,You are always welcome to Paris Action bronson !,
122,@Skowist,0,"What at pleasure to see you again in france, do a check by Lyon one day, city of food in France, try somes &quot;bouchons lyonnais&quot; you will not be disappointed",
123,@naq6613,0,"Man, that wine looks so nice. The red wines Clovis always brings out isn&#39;t like the normal red wine color. It always looks like a fruit punch strawberry lemonade color and looks so delicious.",
124,@user-xh5lx9jm6u,0,The joker laugh on the french guy,
125,@DomeStik985,0,He needs to come to South Frica.,
126,@QuantumBlu9x,0,Nice,
127,@blazindro,0,This series is next level.,
128,@jahjahknow1812,0,You should come to Bordeaux too !,
129,@michaelzink879,0,best show ever!,
130,@thriftytarheel4754,0,Yo ACT what is the probability some day of a COMPLETE series dvd box set of FTD 🧐,
131,@TheSauxyFxcker,0,Why can’t I find part 1??,
132,@mariocarbellano2680,0,What happen to your old crew,
133,@parky_riple,0,yall are making me hungry fuck,
134,@bollegijz,0,Last time I saw mr Bronson he was training loads and not drinking what happened,
135,@jasminegonzales9991,0,"Action + Clovis= So classy, so fun, so fucking amazing. My favorite series ever! From Cali with love",
136,@heymikey120,0,plenty of meat...plenty of VEZZSSHHH,
137,@heavymetal374,0,hell yeah more,
138,@AvAfanfromfrance,0,"You&#39;re all welcome to Paris, guys. In spring and summer it&#39;s an experience like no other. That&#39;s how we do it.",
139,@ratmdex,0,This is fucking awesome,
140,@TuxedoDonutz,0,LONG FUCKING AWAITED,
141,@Eerriizzoonn,1,Amazing shit! I&#39;m french and always liked Action&#39;s videos (and some of the music also). It&#39;s like you can taste the excitement and enthusiasm. Also the production is amazing. Best travel show since Bourdain (RIP) and a great homage to the culinary heart that is Paris/France. Thank you Action! Keep up the amazing amazing work!,
142,@tothetop78,0,"Sir Baklava needs a Netflix series , 30 min episodes. Fuck please!",
143,@markagrippa4018,0,"Clovis is the exact image my mind comes up with when I hear the word &quot;European&quot;, just swagged out of his mind, chain smoking cigs and drinking wine all day",
144,@Brandon-ik6ty,0,I want the book! Theory of Hanging Out,
145,@Sharpzilla,0,My fsvourite food programme,
146,@masutakh2917,1,"1:35 always doubt and find out about what you are told, especially in France where we love to debate, you will be asked to support and prove this kind of bullshit.",1:35
147,@kaids1217,0,love clovis but his wine wasn&#39;t all that bro,
148,@happyxreal8323,0,this is how i want to live my life honestly,
149,@ec6678,0,Action is like the next Bourdain,
150,@Ngamer-me2dv,0,you really need to come to Marseille and Nice,
151,@Ghost-tt7vv,0,Man I love Clovis and action together,
152,@1985pza,0,1:15 fat guy was in Poland for once?,1:15
153,@nathaneinschlag3948,0,we need body,
154,@papsbaraedi200,0,Is it just me or are these guys drinking A LOT of alcohol 😅,
155,@whatthehoeck,0,I am ready for hanging out 101,
156,@janbosbruijn5583,0,He should&#39;ve opened with his famous &#39;oui oui motherfuckers&#39;,
157,@loveinthematrix,0,It was indeed a complicate summer ❤️😂,
158,@aanntthhoonnyy,0,Action looking good. Keep it up,
159,@jackatkinson9408,0,at 6:09 they censor Clovis&#39;s cig hahahahahahahaa,6:09
160,@natestafford72,0,"I&#39;m here for the athletics, baby!",
161,@TheKozlow,0,"Keep them coming, my friend!",
162,@HandyDandy6,0,Action talks like trump if he was smoking on the cheeba,
163,@marcoechavarria7274,0,A very complicate summer indeed .,
164,@JThor1984,0,Action was looking a little faded in the opening scenes here😂,
165,@boi4354,0,NO FUCKING WAY IVE BEEN WAITING FOR ANOTHER PARIS VID FOR YEARS,
166,@eatass5627,0,The new bordain,
167,@samorenpalmer,0,Best food weed rap show around,
168,@pennywise1682,0,"Love from Germany! Come over abd check out Berlin, some nice places there.",
169,@Thesecretfamous,0,I&#39;M WATCHING THIS WHILE I&#39;M EATING.. I&#39;M STILL HUNGRY,
170,@Galatic5678,0,Why would you speak of children when your drinking  red wine..you need to put your red shoes on.,
171,@Galatic5678,0,CT,
172,@Galatic5678,0,Micheal jordan..is like Oprah,
173,@paulburket,0,Nobody chills like my dad. He’s in the morgue right now haha 😭,
174,@xtrachromyhomie9720,0,I love this channel man! 😂,
175,@MrDsotm08,0,"i pay youtube for this, love it",
176,@artemface,0,Part 2 of this is such a saviour to the world rn,
177,@inchefnito6737,0,"Literally the best show that&#39;s out,next level anthony bourdain shit",
178,@Magneticvortex-kk4gb,0,Action always looks happiest in Paris to me. Must be some really good wine.,
179,@user-wh4db4yi9z,0,The best,
180,@yakoubyakoub9315,0,Paris is the most beautiful city in the world. And look at the people and the food! We&#39;re going to Early June for sure next time we&#39;re in Paris. Peace.,
181,@dokai5253,0,love the video as always but who&#39;s gonna tell him arrivederci is italian 😭,
182,@RM-qn3ro,0,9:30 GOT ME SHIVERING,9:30
183,@RM-qn3ro,0,"Those are Paraboots, finnest french shoes.",
184,@McMillanEwan,1,"Keep making these dude, such great content not only for the food but the rich social aspect of it. Looks so fun!",
185,@miltonclark1526,0,Where&#39;s the old crew? Hope erbody good. Baklava!,
186,@mickthurston9883,0,Excellent show. Unfiltered wine what bliss. Mick Thurston London,
187,@bigothekid1272,0,"Why you speaking in Italian for a French video, can&#39;t wait though",
188,@goyofoyo,1,"This was too short, need more",
189,@lauralucas8634,0,&quot;All I really care about it hanging out&quot; 😂,
190,@harveyweinbergenstein3849,0,Glad to see Clovis recovering from the Syphillis 🙏,
191,@raulsalgueiro3744,0,We need Action on The Bear season 3,
192,@tsgthesleepinggiant,0,Why you gotta blur Clovis enjoying his sigarettes?? it is a big part of him as a person and the french culture. Let the man enjoy his tobacco unblurred! xD,
193,@thed00d,0,"YO SON, THE WINE IS MAD CRAZY. THE CHEESE? KID YOU GOTTA BE JOKIN. THE SAUCE??? THE SAUCE??? NAH SON YOUR WILDIN. FLUSHING STAND UP!",
194,@tyronebennett5223,0,The pause that Action took when he heard the story about the man drinking his own piss. 😂😂,
195,@R.J.1,0,Couldn&#39;t even imagine how dope this is,
196,@krusty0072,0,Recommend an e-shop with natural wine that ships to Europe. Thanks guys,
197,@bens2390,0,Please start taking Mayhem out again. You 2 are so funny together,
198,@bradleyfjackson,0,Can someone explain to me the reason behind blurring out a cigarette?,
199,@pilouraph,0,"Oh boy I missed you guys. Aged liked fine wine, feels like summer is back!",
200,@robertjoyce853,0,"Crazy you’re eating authentic Chinese in France. That’s my favorite cuisine as of now. Ginger, chive/spring onion and boiled chicken is so damn good.",
201,@chrisbanner7551,0,A very complicate summer,
202,@daytonasayswhat9333,0,Piss drinking is not good for you.,
203,@p.j.floridavibes8643,0,"Yo, you don’t know how long I’ve been waiting for this episode !!!!!…much love from Florida land of Là big titties and phone scams!",
204,@SilverrrCityyy,0,THE GUYS ARE BACK!,
205,@xaviermccloud4586,0,Action Bronson is slowly turning into a hipster. That Poppa Wu effect huh?,
206,@rodneybiltman2005,0,LOVE this! So glad to see you back in Paris with Clovis!,
207,@brianperez1563,1,From Paris with love is back! Clovis is a fucking national treasure.,
208,@frankpaulin5211,0,clovis looks like he lives the best life just getting smashed all day !!!!!,
209,@Cam-xg9gu,0,Who doesn’t love a good Jean-Claude Van Dam flick… let alone in Paris. Classic.,
210,@nickforsyth5887,1,“All I really care about is hanging out”.  Encapsulates the philosophy of being present for the experience of life in a way only action can do😎,
211,@SebastienCabane,1,"You should really try to bring Boris Diaw on one of these... Absolute chill  fellow, lover of good and beatiful things...",
212,@generalaxel,0,"like before even watching it.Fucking great! Love to have the series back in Paris.Cool new thing with the restaurant names, wineries and their wines, really appreciate it.",
213,@AnonymeExtra,0,"I&#39;m from Paris and it&#39;s always a pleasure to visit New York. In general, I&#39;ve always found its inhabitants very friendly.",
214,@thriftytarheel4754,0,I gotta fever and the only cure is MORE CLOVIS,
215,@dioris8,0,How does this man not have his own streaming show already?,
216,@FTWFLTRK,0,To think that all this started from rappin day dreams and smoking herb with fury 👊🏾😎🇺🇸. Mixtape Bronson,
217,@dennisflechtner8784,1,Clovis + Action = Fire!,
218,@venadacent7696,0,"Would love to hangout with you, AB 😃",
219,@joeberma2007,0,Where’s part une?,
220,@Masterslessons,0,All I see is heart disease,
